SITE_ID,GROUP_ID,VARIABLE_GROUP,VARIABLE,DATAVALUE
AR-TF2,240,GRP_VAR_INFO,VAR_INFO_HEIGHT,2
AR-TF2,240,GRP_VAR_INFO,VAR_INFO_MODEL,RAD-Pyrrad-SW+LW
AR-TF2,240,GRP_VAR_INFO,VAR_INFO_UNIT,W m-2
AR-TF2,241,GRP_VAR_INFO,VAR_INFO_VARNAME,SW_IN_F
AR-TF2,241,GRP_VAR_INFO,VAR_INFO_DATE,201602081200
AR-TF2,241,GRP_VAR_INFO,VAR_INFO_DEFINITION,"Shortwave radiation, incoming consolidated from SW_IN_F_MDS and SW_IN_ERA (negative values set to zero). Average from half-hourly data"
AR-TF2,241,GRP_VAR_INFO,VAR_INFO_HEIGHT,2
AR-TF2,241,GRP_VAR_INFO,VAR_INFO_MODEL,RAD-Pyrrad-SW+LW
AR-TF2,241,GRP_VAR_INFO,VAR_INFO_UNIT,W m-2
AR-TF2,242,GRP_VAR_INFO,VAR_INFO_VARNAME,SW_IN_F_QC
AR-TF2,242,GRP_VAR_INFO,VAR_INFO_DATE,201601010000
AR-TF2,242,GRP_VAR_INFO,VAR_INFO_DEFINITION,"Quality flag for SW_IN_F, fraction between 0-1, indicating percentage of measured and good quality gapfill data"
AR-TF2,242,GRP_VAR_INFO,VAR_INFO_UNIT,adimensional
AR-TF2,243,GRP_VAR_INFO,VAR_INFO_VARNAME,LW_IN_F_MDS
AR-TF2,243,GRP_VAR_INFO,VAR_INFO_DATE,201601010000
AR-TF2,243,GRP_VAR_INFO,VAR_INFO_DEFINITION,"Longwave radiation, incoming, gapfilled using MDS. Average from half-hourly data"
AR-TF2,243,GRP_VAR_INFO,VAR_INFO_UNIT,W m-2
AR-TF2,244,GRP_VAR_INFO,VAR_INFO_VARNAME,LW_IN_F_MDS_QC
AR-TF2,244,GRP_VAR_INFO,VAR_INFO_DATE,201601010000
AR-TF2,244,GRP_VAR_INFO,VAR_INFO_DEFINITION,"Quality flag for LW_IN_F_MDS. Fraction between 0-1, indicating percentage of measured and good quality gapfill data"
AR-TF2,244,GRP_VAR_INFO,VAR_INFO_UNIT,adimensional
AR-TF2,245,GRP_VAR_INFO,VAR_INFO_VARNAME,LW_IN_ERA
AR-TF2,245,GRP_VAR_INFO,VAR_INFO_DATE,201601010000
AR-TF2,245,GRP_VAR_INFO,VAR_INFO_DEFINITION,"Longwave radiation, incoming, downscaled from ERA, linearly regressed using measured only site data. Average from half-hourly data"
AR-TF2,245,GRP_VAR_INFO,VAR_INFO_UNIT,W m-2
AR-TF2,246,GRP_VAR_INFO,VAR_INFO_VARNAME,LW_IN_F
AR-TF2,246,GRP_VAR_INFO,VAR_INFO_DATE,201601010000
AR-TF2,246,GRP_VAR_INFO,VAR_INFO_DEFINITION,"Longwave radiation, incoming consolidated from LW_IN_F_MDS and LW_IN_ERA. Average from half-hourly data"
AR-TF2,246,GRP_VAR_INFO,VAR_INFO_UNIT,W m-2
AR-TF2,247,GRP_VAR_INFO,VAR_INFO_VARNAME,LW_IN_F_QC
AR-TF2,247,GRP_VAR_INFO,VAR_INFO_DATE,201601010000
